,,,,,,T-type,,,,,,,,,,,,,log(M_BH/M_Sun),,"log(M_*,sph/M_Sun)",,"log(M_*,disk/M_Sun)",,"log(M_*,gal/M_Sun)",,B/T,,log(B/T),,D/T,,log(D/T),,m,|phi| [deg.],,tan(|phi|),,sigma_0 [km/s],,log(sigma_0) [km/s],,v_max [km/s],,log(v_max) [km/s],,log(M_DM/M_Sun),,"M_BH/M_*,sph",,"log(M_BH/M_*,sph)",,"M_BH/M_*,disk",,"log(M_BH/M_*,disk)",,"M_BH/M_*,gal",,"log(M_BH/M_*,gal)",,"R_e,sph,maj [kpc]",,"log(R_e,sph,maj) [kpc]	",,"R_e,sph,eq [kpc]",,"log(R_e,sph,eq) [kpc]	",,"n_sph,maj",,"log(n_sph,maj)",,"n_sph,eq",,"log(n_sph,eq)",,"log(I_e,sph,maj/M_Sun/pc^2)",,"log(I_e,sph,eq/M_Sun/pc^2)",,Concentration Index,,avg_Rho_1kpc_Exact_All,,r1_density_approx,,log10(R10_kpc),,logRho_R10_approx,,log_rho10_Exact,,log10(R90_kpc),,logRho_R90_approx,,log_rho_90_Exact_all,,Rho_re_spatial,,SR_pc_All,,Rho_SR_pc_All,,CR_def1_approx_new,,Rho_cr_def1_approx_new,,CR_def2_approx_new,,Rho_CR_def2_approx_new,,Sr(pc)_2_using_norm_drho,,Log_Approx_Avg_density_10pc,,Rho_e_Exact_new,,log_Rho_e_Exact_new,,logRho_e_approx_New,,Rsoi_pc_new,,logRho_soi_approx_new,,Rho_soi_exact_new,,log_Rho_soi_exact_new,,Rb_maj,,Rb_maj_kpc,,Rb_eq_kpc,,Avg_Rho_Re_Exact_all,,Avg_Rho_soi_exact_all,,Avg_Rho_re_Exact_all,,Rho_re_Exact_all,,r_soi_2BH_approx,,Rho_r_soi_2BH_approx,,Log_Avg_Rho_10kpc_approx,,Log_Avg_Rho_10kpc_exact_final,,Log_Avg_Rho_100pc_approx,,Log_Avg_Rho_5kpc_approx,,Log_Avg_rho_5kpc_exact_all,,mean effective surface brightness (mag.arcsec-2),,effective U-B color,effective B-V color,Central Mg2 Lick index (in mag),,DC25 diameter (kpc),,total apparent corrected U-B color,,total apparent corrected B-V color,,mean surface brightness within isophote 25 (mag.arcsec-2),corrected 21-cm line flux in magnitude,,21-cm index bt-m21c in magnitude,,absolute B-magnitude,,B-luminosity (L/L_Sun),,log B-luminosity (L/L_Sun),,"log(Sigma_0,sph)",,log(Sigma_0),,R_10 [kpc],,log(R_10) [kpc],,log(R10_phi),,R_h [kpc],,log(R_h) [kpc],,log(Rh_phi),,Log(Halo),,B-V(NED),,V-[3.6](NED),
10,NGC 0821,E,ETG,1, E               ,-4.8,0.4,,0,0,0,0,0,0,0,0,0,0,7.59,0.17,10.84,0.15,10.01,1.48,10.9,0.14,0.87,0.41,-0.06,0.21,0.13,0.44,-0.89,1.49,,,,,,197.73,2.84,2.296072566,0.00623778,,,,,,,5.62E-04,2.94E-04,-3.25,0.23,3.80E-03,1.31E-02,-2.42,1.5,4.90E-04,2.49E-04,-3.31,0.22,4.05,3.73,0.61,0.4,2.0979,1.932237307,0.321784783,0.4,5.3,3.050925248,0.72,0.25,5.2,,0.72,,2.356735133,0.0476,2.584735133,0.0476,6.16E-01,,3.18378,,873.6,,-0.718685246,0.080681616,1.579444323,0.62948754,1.577681768,0.080681616,1.254945072,0.080681616,-4.041413239,0.900399156,-4.041413239,0.080681616,0.039106587,,145.843,,68.12555515,,146.21,,68.15562451,,63.31,,386.5986316,,4.87,,4.405436558,0.080681616,0.08992619,,-1.046113807,0.080681616,-1.047576148,0.291257527,4.291834718,,4.674411647,0.896938726,44988.45577,,4.653101086,0.080681616,,,,,,,0.516697,,91019.3,,0.277905,,0.043951,,8,,16994.8,,-2.048107095,0.080681616,-2.045274245,0.080681616,2.632553454,0.080681616,-1.235377842,0.080681616,-1.23499867,0.080681616,22.107,0.27,0.52,1.02,0.29,0.003,19.34079088,1.425082136,,,0.865,0.264457936,22.572,,,,,-20.59,0.221,25822601906,5256152458,10.412,0.0884,7.738420891,0.080681616,4.179854683,0.065144172,10.12648242,2.388314374,1.005458613,0.102427646,9.894541387,0.173468794,2.132612622,0.29556948,0.328911975,0.060191051,10.57108802,0.152390822,12.72749887,0.743872101,0.893,,2.9,
11,NGC 1023,S0-bar,ETG,1, E-S0            ,-2.6,0.6,,1,1,0,0,0,0,0,0,0,0,7.62,0.05,10.33,0.16,10.75,0.2,10.89,0.14,0.28,0.13,-0.56,0.21,0.72,0.41,-0.14,0.25,,,,,,197.1,4.62,2.294686624,0.01017981,109.85,4.73,2.040800061,0.018700163,,,1.95E-03,7.53E-04,-2.71,0.17,7.41E-04,3.56E-04,-3.13,0.21,5.37E-04,1.84E-04,-3.27,0.15,0.49,0.1,-0.31,0.09,0.3922,0.081276649,-0.406492411,0.09,2.1,0.338480009,0.32,0.07,2,,0.3,,3.730467629,0.056,3.798467629,0.056,3.24E-01,,2.91479,,801.4,,-1.048343205,0.085905548,2.185830406,0.418497332,2.181775757,0.085905548,0.117913435,0.085905548,-0.782875109,0.810148951,-0.784382092,0.085905548,3.58546442,,135.204,,77.21652626,,135.52,,76.43211516,,194.8,,38.56628232,,8.63,,3.528449514,0.085905548,7.830814872,,0.893806957,0.085905548,0.8903678,0.291855477,4.643366765,,3.681365043,0.456062175,3976.20297,,3.599468545,0.085905548,,,,,,,23.6088,,5337.67,,13.5596,,3.83448,,24.2,,894.832,,-2.414284409,0.085905548,-2.414283281,0.085905548,2.386992728,0.085905548,-1.512143581,0.085905548,-1.512105451,0.085905548,19.857,0.377,0.61,1.01,0.289,0.003,24.458348,1.070031123,0.475,0.695793073,0.91,0.534551214,22.594,12.135,0.19,2.842,0.527412552,-20.61,0.512,26302679919,12403539699,10.42,0.2048,5.393978697,0.085905548,4.736877391,0.065144172,12.86895635,3.517593637,1.109543328,0.118709821,9.780456672,0.183553866,1.735438544,0.015984206,0.239409239,0.004000057,10.65059076,0.140057133,12.71509653,0.743606792,0.946,,3.15,
12,NGC 1194,S0 (merger?),ETG,1, S0-a            ,-0.7,0.9,,0,1,0,0,1,0,1,0,0,0,7.82,0.04,10.78,0.16,10.62,0.41,11.01,0.14,0.59,0.29,-0.23,0.21,0.41,0.41,-0.39,0.43,,,,,,147.9108388,,2.17,,203.51,12.82,2.308585754,0.027358141,,,1.10E-03,4.17E-04,-2.96,0.17,1.57E-03,1.49E-03,-2.8,0.41,6.46E-04,2.17E-04,-3.19,0.15,0.9,0.83,-0.05,0.4,0.91136,0.83939358,-0.040310037,0.4,3.76,2.164429987,0.58,0.25,3.91,,0.59,,3.491623423,0.1096,3.403623423,0.1096,4.74E-01,,4.91427,,1015.2,,-0.901250728,0.127498718,2.158836746,0.5323032,2.156354395,0.127498718,0.692691765,0.127498718,-2.247483145,0.845597345,-2.248291372,0.127498718,0.618911983,,166.466,,80.20991592,,167.08,,80.2912736,,121.94,,152.7687723,,8.12,,4.290203401,0.127498718,1.391917095,,0.143613369,0.127498718,0.141475126,0.291431224,12.77888579,,3.868532326,0.612457398,7030.64897,,3.846995415,0.127498718,,,,,,,6.20939,,12982.6,,3.37481,,0.671358,,13.2,,7038.6,,-1.975079435,0.127498718,-1.975124545,0.127498718,2.738685447,0.127498718,-1.115443649,0.127498718,-1.114947646,0.127498718,22.686,0.396,0.53,1.035,,,24.85370938,2.060200106,0.351,0.260203766,0.801,0.610987725,23.487,15.681,0.266,2.217,0.30786523,-20.336,0.315,20436193211,5929065304,10.3104,0.126,6.655012491,0.127498718,4.638487282,0.065144172,13.99371,2.156678496,1.14593287,0.06693247,9.86406713,0.155177175,1.030313665,0.073162472,0.01296946,0.030839208,10.99703054,0.143356398,12.86806371,0.747235408,0.893,,3.61,
13,NGC 1271,ES,ETG,1, S0              ,-2,0.5,,0,1,0,0,0,0,0,0,0,0,9.48,0.16,10.95,0.1,10.4,0.66,11.0569,1.20E-01,0.78,0.28,-0.11,0.16,0.22,0.34,-0.66,0.67,,,,,,275.4228703,,2.44,,,,,,,,3.39E-02,1.47E-02,-1.47,0.19,1.21E-01,1.89E-01,-0.92,0.68,2.65E-02,1.22E-02,-1.58,0.2,1.23305,0.26,0.09,0.09,1.164758,0.241375897,0.066235702,0.09,4.26,0.686630875,0.63,0.07,4.16,,0.62,,3.426113357,0.072,3.410113357,0.072,4.64E-01,,7.22807,,1200.2,,-0.814895503,0.091114581,2.130763303,0.544379731,2.128377435,0.091114581,0.826877997,0.091114581,-2.427637618,0.851165097,-2.428350866,0.091114581,0.486240691,,186.78,,88.9440401,,186.78,,89.71657393,,132.88,,179.8695234,,8.46,,4.439514502,0.091114581,1.097312309,,0.040330251,0.091114581,0.038296816,0.291414412,169.3179449,,2.041436382,0.601581935,109.5200695,,2.039493711,0.091114581,,,,,,,5.06458,,291.877,,2.70843,,0.521778,,167.2,,112.903,,-1.751776534,0.091114581,-1.751776534,0.091114581,2.879892598,0.091114581,-0.907739151,0.091114581,-0.907739151,0.091114581,20.923,0.357,,1.22,,,21.89014191,2.772215294,,,,,23.373,,,,,-20.425,0.193,22181964198,3943056399,10.346,0.0772,6.877650789,0.091114581,,,,,,,,,,,,,,,12.93038572,0.748944418,,,,
14,NGC 1275,E,ETG,1, S0              ,-2.2,1.6,,0,0,0,0,0,0,1,0,1,1,8.88,0.21,11.56,0.18,10.54,2.69,11.6,0.17,0.91,0.52,-0.04,0.25,0.09,0.55,-1.06,2.69,,,,,,244.63,12.79,2.388509715,0.022706236,,,,,,,2.09E-03,1.33E-03,-2.68,0.28,2.17E-02,1.34E-01,-1.66,2.7,1.91E-03,1.19E-03,-2.72,0.27,22.9,16.35,1.36,0.31,17.3664,12.39616027,1.2397098,0.31,4.78,2.091207781,0.68,0.19,4.31,,0.63,,1.78445054,0.0336,1.92445054,0.0336,4.42E-01,,3.68296,,1301.5,,0.371948226,0.073298862,-0.506285059,0.551972867,-0.50860131,0.073298862,2.041555958,0.073298862,-5.155493547,0.853950109,-5.155954307,0.073298862,0.000991461,,95.283,,68.38051337,,98.88,,69.3605796,,1900.52,,0.480915806,,37.97,,3.35137724,0.073298862,0.002252016,,-2.647428507,0.073298862,-2.649403532,0.291385658,57.36843315,,2.17160942,0.745955349,136.6450427,,2.135593881,0.073298862,,,,,,,0.0106238,,237.025,,0.00576376,,0.00109064,,198.2,,24.7652,,-1.359032862,0.073298862,-1.360502554,0.073298862,2.097632078,0.073298862,-0.720988185,0.073298862,-0.724617229,0.073298862,20.734,0.305,-0.045,0.75,,,49.85356967,5.624812231,-0.027,0.179605122,0.534,0.342422254,23.001,,,,,-22.636,0.153,1.70E+11,23953396910,11.2304,0.0612,5.526011248,0.073298862,4.409966515,0.065144172,41.69106134,6.2536592,1.620042951,0.065144172,9.979957049,0.182054286,12.97219751,0.366847427,1.113013552,0.012281636,10.48698645,0.170443066,13.78620726,0.788112058,0.616,,4.04,
15,NGC 1277,ES,ETG,1, S0-a            ,-0.8,1,,0,1,0,0,0,0,0,0,0,0,9.08,0.12,11.43,0.1,10.49,1.46,11.4771,1.20E-01,0.9,0.32,-0.05,0.16,0.1,0.35,-0.99,1.46,,,,,,301.995172,,2.48,,,,,,,,4.47E-03,1.61E-03,-2.35,0.16,3.90E-02,1.31E-01,-1.41,1.46,4.01E-03,1.57E-03,-2.4,0.17,2.067,0.43,0.32,0.09,1.9292,0.399793245,0.285377253,0.09,5.34,0.860706308,0.73,0.07,5.63,,0.75,,3.348623486,0.0864,3.220623486,0.0864,5.56E-01,,11.2999,,1419.2,,-0.725329338,0.102916248,2.141283458,0.610480778,2.139400472,0.102916248,1.173236525,0.102916248,-3.240396922,0.88735163,-3.433341589,0.102916248,0.187046737,,218.551,,99.46129649,,218.87,,99.42254794,,79.4,,836.4746942,,5.78,,4.878949778,0.102916248,0.429196996,,-0.367343326,0.102916248,-0.368918422,0.291280968,57.380323,,3.19946722,0.703718306,1559.504292,,3.192986574,0.102916248,,,,,,,2.35694,,3880.43,,1.26777,,0.208926,,45,,2518.79,,-1.499446567,0.102916248,-1.520241913,0.102916248,3.153641112,0.102916248,-0.683224753,0.102916248,-0.683614441,0.102916248,20.762,0.305,,1.215,,,23.13878105,2.610671604,,,0.901,0.10323759,23.284,,,,,-20.47,0.228,23120647902,4855238039,10.364,0.0912,7.967896468,0.102916248,,,,,,,,,,,,,,,13.56661105,0.775068249,,,,
16,NGC 1316,SAB0 (merger),ETG,1, S0              ,-1.8,0.7,,1,1,0,0,0,0,0,0,1,0,8.16,0.29,11.05,0.35,11.58,0.42,11.69,0.31,0.23,0.25,-0.64,0.47,0.77,0.92,-0.11,0.52,,,,,,223.06,3.32,2.348421698,0.00646399,,,,,,,1.29E-03,1.35E-03,-2.89,0.46,3.83E-04,4.47E-04,-3.42,0.51,2.95E-04,2.89E-04,-3.53,0.42,1.85,1.32,0.27,0.31,1.3674,0.976052005,0.135895576,0.31,2,0.874982335,0.3,0.19,1.8,,0.26,,3.495592253,0.0112,3.543592253,0.0112,2.99E-01,,6.6164,,1530,,-0.466176544,0.066099948,1.280713644,0.403513361,1.276433269,0.066099948,0.645890911,0.066099948,-1.501512872,0.810125928,-1.503173499,0.066099948,0.562146693,,93.099,,92.23975838,,99.86,,91.68911855,,794.51,,4.438196101,,14.36,,3.003773972,0.066099948,1.21106494,,0.083167431,0.066099948,0.079526977,0.291896325,12.99190956,,2.783673448,0.487875639,471.8358511,,2.673790936,0.066099948,,,,,,,3.4401,,603.842,,2.02771,,0.606841,,71.6,,130.379,,-1.586112073,0.066099948,-1.585911174,0.066099948,2.13904116,0.066099948,-0.73275081,0.066099948,-0.731892613,0.066099948,,,0.47,0.93,0.245,0.003,69.92777368,2.576234388,0.356,0.420021428,0.828,0.308111993,23.778,,,,,-22.264,0.299,1.21E+11,33231264591,11.0816,0.1196,4.966167257,0.066099948,4.837621839,0.065144172,52.08136331,1.57411941,1.716682344,0.013126219,9.973317656,0.310277775,8.917805141,0.129779493,0.950257979,0.006320223,10.73974202,0.310064421,13.95931902,0.799963213,0.871,,3.6,
17,NGC 1332,ES,ETG,1, E-S0            ,-2.9,0.6,,0,1,0,0,0,0,0,0,1,0,9.15,0.07,11.15,0.15,9.82,4.45,11.17,0.14,0.95,0.45,-0.02,0.21,0.05,0.46,-1.35,4.46,,,,,,294.62,11.31,2.469262225,0.016671884,138.12,7.77,2.14025657,0.024431423,,,1.00E-02,3.81E-03,-2,0.17,2.12E-01,2.18E+00,-0.67,4.46,9.55E-03,3.44E-03,-2.02,0.16,3.64,3.36,0.56,0.4,1.89,1.74075433,0.276461804,0.4,5.1,2.935795994,0.71,0.25,3.7,,0.57,,2.740752414,0.072,3.128752414,0.072,3.53E-01,,6.39614,,1290,,-0.550977077,0.097096669,1.486298057,0.522109114,1.483710576,0.097096669,1.00119333,0.097096669,-2.783830638,0.840743591,-2.784681982,0.097096669,0.153610877,,158.893,,88.79579589,,160.27,,88.77577071,,300.84,,26.79952363,,13.51,,4.017292161,0.097096669,0.345888785,,-0.461063519,0.097096669,-0.46329819,0.291485123,71.93711035,,2.545228114,0.56765397,340.7316339,,2.532412456,0.097096669,,,,,,,1.49473,,673.925,,0.815219,,0.166917,,139.2,,114.346,,-1.647892766,0.097096669,-1.647352553,0.097096669,2.628880171,0.097096669,-0.837964596,0.097096669,-0.8373669,0.097096669,,,0.625,1.015,0.327,0.007,34.46200566,1.58703401,0.558,0.210717821,0.907,0.164623814,23.558,15.551,0.266,4.516,0.304888504,-20.743,0.234,29730348497,6407543119,10.4732,0.0936,6.198562959,0.097096669,4.628224421,0.065144172,17.82279159,2.579535479,1.250975729,0.062856485,9.919024271,0.153463148,2.147084632,0.025313073,0.331849163,0.005120119,10.83815084,0.140093596,13.08702927,0.753868362,0.932,,3.41,
18,NGC 1374,S0,ETG,1, E               ,-4.5,1,,0,1,0,0,0,0,0,0,0,0,8.76,0.05,10.3,0.16,10.28,0.32,10.59,0.13,0.51,0.24,-0.29,0.21,0.49,0.38,-0.31,0.34,,,,,,179.37,3.25,2.253749808,0.00786897,,,,,,,2.88E-02,1.11E-02,-1.54,0.17,3.04E-02,2.24E-02,-1.52,0.32,1.48E-02,4.75E-03,-1.83,0.14,1.14,0.82,0.06,0.31,1.06834,0.762582565,0.028709489,0.31,1.68,0.734985162,0.23,0.19,1.65,,0.22,,2.959531734,0.0192,2.971531734,0.0192,2.94E-01,,1.33919,,740.3,,-0.563149639,0.067914676,0.748300635,0.391573653,0.743791979,0.067914676,0.506311553,0.067914676,-1.88099674,0.809440802,-1.882748473,0.067914676,0.198972024,,35.657,,45.79103682,,41.36,,46.17733399,,667.69,,1.240068944,,11.92,,2.29034081,0.067914676,0.425008547,,-0.371602336,0.067914676,-0.375401506,0.291954576,77.44849603,,1.404543403,0.395189216,23.55532537,,1.372089108,0.067914676,,,,,,,1.14634,,32.8829,,0.683533,,0.214276,,330,,4.24098,,-2.405667128,0.067914676,-2.405615681,0.067914676,1.460385103,0.067914676,-1.524535114,0.067914676,-1.524023896,0.067914676,,,0.485,0.945,0.294,0.003,16.0395671,0.923311703,0.453,0.263043723,0.894,0.21117765,23.179,,,,,-19.514,0.192,9585173977,1695028125,9.9816,0.0768,4.264426406,0.067914676,3.908013977,0.065144172,6.884763524,1.032714529,0.837889028,0.065144172,9.752110972,0.145408952,1.841252581,0.040194986,0.265113369,0.009480753,10.32488663,0.130345252,12.37165379,0.738177942,0.908,,3.19,
19,NGC 1399,E,ETG,1, E               ,-4.6,0.5,,0,0,0,1,0,0,0,0,0,1,8.67,0.06,11.46,0.16,,,11.46,0.16,1,0.52,0,0.23,,,,,,,,,,332.23,5.33,2.521438846,0.006967431,,,,,,,1.62E-03,6.39E-04,-2.79,0.17,,,,,1.62E-03,6.39E-04,-2.79,0.17,37.27,7.72,1.57,0.09,31.11,4.31,1.49,0.06,10,1.611809565,1,0.07,10,,1,,0.996131488,0.0228,1.104131488,0.0228,6.32E-01,,5.91374,,1220.8,,0.182852714,0.069018861,-0.226469116,0.76568153,-0.227903863,0.069018861,2.694932366,0.069018861,-7.527372977,0.999711979,-0.611565205,0.069018861,0.000383997,,169.351,,81.03767933,,170.18,,81.20487681,,62.53,,632.140101,,3.43,,4.698540016,0.069018861,0.004737341,,-2.324465351,0.069018861,-3.698528728,0.291091125,18.35198259,,3.829887962,1.170378195,6576.200907,,3.817975073,0.069018861,,,,,,,0.00151789,,16378.9,,0.000823822,,0.000101017,,34.6,,2021.55,,-1.551357052,0.069018861,-1.55238155,0.069018861,2.846771808,0.069018861,-0.821990507,0.069018861,-0.82370033,0.069018861,,,0.545,0.98,0.333,0.002,47.74622912,3.298192662,0.495,0.473761543,0.934,0.350184237,23.945,,,,,-21.218,0.34,46046857838,14419645947,10.6632,0.136,9.647355389,0.069018861,4.171313284,0.065144172,18.39852218,2.759778327,1.264782941,0.065144172,10.19521706,0.172753475,31.1052,4.311025685,1.492832998,0.060191051,9.967167002,0.170947251,13.53745967,0.773499678,0.949,,3.74,
20,NGC 1407,E,ETG,1, E               ,-4.5,0.7,,0,0,0,1,0,0,0,0,1,0,9.65,0.08,11.6,0.17,10.77,1.69,11.66,0.16,0.87,0.47,-0.06,0.23,0.13,0.5,-0.89,1.7,,,,,,265.63,5.06,2.424277122,0.008272899,,,,,,,1.12E-02,4.86E-03,-1.95,0.19,7.57E-02,2.95E-01,-1.12,1.69,9.77E-03,4.03E-03,-2.01,0.18,6.61,4.72,0.82,0.31,6.28957,4.489503738,0.798620955,0.31,3.95,1.728090112,0.6,0.19,3.89,,0.59,,2.464872938,0.0972,2.474629714,0.0972,4.54E-01,,4.74689,,1346.7,,-0.050921122,0.117011124,0.37419832,0.532278628,0.371709012,0.117011124,1.538757473,0.117011124,-4.018484541,0.845614285,-4.019243475,0.117011124,0.010268554,,117.239,,78.06205511,,120.1,,78.53147681,,871.49,,2.464986392,,24.4,,3.573536812,0.117011124,0.023217391,,-1.634186592,0.117011124,-1.636333692,0.291485137,274.658465,,1.314663038,0.57805287,20.15249821,,1.304328891,0.117011124,1.31131759,,0.174405239,,0.155135,,0.103268,,41.7953,,0.0562749,,0.0112303,,509.4,,6.90874,,-1.453248876,0.117011124,-1.452959171,0.117011124,2.293424435,0.117011124,-0.743032234,0.117011124,-0.74375143,0.117011124,,,0.64,1.03,0.326,0.003,52.844877,3.893754432,,,0.946,0.200551739,23.45,,,,,-21.85,0.306,82413811501,23227213212,10.916,0.1224,5.364885958,0.117011124,3.941142282,0.065144172,23.03223654,3.45483548,1.362336112,0.065144172,10.29766389,0.172753475,7.804291691,0.2674466,0.892333493,0.014882911,10.76766651,0.1606907,13.90037575,0.795769755,0.969,,3.31,
21,NGC 1550,E,ETG,1, E               ,-4.1,1,,0,0,0,1,0,0,0,0,0,0,9.57,0.06,11.13,0.12,,,11.13,0.12,1,0.39,0,0.17,,,,,,,,,,300.37,5.32,2.477656555,0.007692002,,,,,,,2.75E-02,8.52E-03,-1.56,0.13,,,,,2.75E-02,8.52E-03,-1.56,0.13,6.1132,1.27,0.79,0.09,6.1132,1.266854687,0.786268604,0.09,7.5,1.208857174,0.88,0.07,7.48,,0.87,,2.169878168,0.1188,2.0535739,0.1188,5.81E-01,,4.51798,,1048.2,,-0.363211626,0.133320464,0.913571222,0.680951751,0.912060338,0.133320464,1.8162442,0.133320464,-5.351486256,0.935823387,-5.351486256,0.133320464,0.00392488,,158.48,,74.20941173,,158.48,,75.16249441,,70.11,,401.9455986,,4.61,,4.537602312,0.133320464,0.009226821,,-2.034947917,0.133320464,-2.035584804,0.291182558,176.1095829,,1.778546113,0.743565865,59.54759038,,1.774864192,0.133320464,1.493034,,0.368032881,,0.367285,,0.0594463,,180.739,,0.031598,,0.00444242,,315,,16.8619,,-1.775922966,0.133320464,-1.775922966,0.133320464,2.74036111,0.133320464,-1.005954862,0.133320464,-1.005954862,0.133320464,,,0.61,1.1,0.326,0.005,30.82962016,2.271610362,0.453,0.404465079,0.915,0.301051491,23.221,,,,,-21.079,0.412,40513522023,15373505093,10.6076,0.1648,8.518673052,0.133320464,4.262796545,0.060505423,21.43879798,6.346973366,1.331200432,0.12857323,9.798799568,0.175872327,2.751933925,0.126268579,0.439638002,0.019926985,10.690362,0.121643268,13.03056058,0.751987005,,,,
22,NGC 1600,E,ETG,1, E               ,-4.6,1,,0,0,0,1,0,0,0,0,0,0,10.25,0.04,12.06,0.13,,,12.06,0.13,1,0.42,0,0.18,,,,,,,,,,331.44,7.01,2.52040492,0.009185386,,,,,,,1.55E-02,4.85E-03,-1.81,0.14,,,,,1.55E-02,4.85E-03,-1.81,0.14,25.73,5.33,1.41,0.09,16.65888,3.452263988,1.2216458,0.09,7.14,1.150832029,0.85,0.07,5.08,,0.71,,1.765122381,0.0956,2.037480257,0.0956,3.79E-01,,6.07137,,1495.7,,0.215338823,0.115685449,-0.083755989,0.587041817,-0.085787678,0.115685449,2.022222565,0.115685449,-5.175294913,0.874227786,-5.182845286,0.115685449,0.001575585,,138.55,,81.02790288,,138.55,,84.36219569,,909.63,,2.787168016,,24.98,,3.863015923,0.115685449,0.003600642,,-2.443620016,0.115685449,-2.445340204,0.291323624,666.7806508,,0.709754701,0.623994651,5.056986048,,0.703891755,0.115685449,4.21719746,,1.416978347,,0.798576,,0.018667,,12.7261,,0.01007,,0.00175015,,1267.6,,1.42002,,-1.302705256,0.115685449,-1.302705256,0.115685449,2.463625763,0.115685449,-0.624425997,0.115685449,-0.624425997,0.115685449,22.528,0.485,0.585,1.035,0.322,0.003,70.22480271,3.719067429,0.52,0.346482323,0.923,0.248243832,23.383,,,,,-22.416,0.343,1.39E+11,43850020433,11.1424,0.1372,6.136928777,0.115685449,3.571885958,0.065144172,36.70588132,5.505882198,1.564735656,0.065144172,10.49526434,0.145408952,15.26098419,0.686158204,1.183582542,0.019526573,10.87641746,0.131458309,14.80778514,0.879177394,0.972,,3.56,
23,NGC 2549,S0,ETG,1, S0              ,-2,0.4,,1,1,1,0,0,0,0,0,0,0,7.15,0.6,9.67,0.19,10.06,0.25,10.21,0.17,0.29,0.17,-0.54,0.26,0.71,0.5,-0.15,0.3,,,,,,141.11,2.67,2.149557792,0.008217463,,,,,,,3.02E-03,4.38E-03,-2.52,0.63,1.22E-03,1.84E-03,-2.91,0.65,8.71E-04,1.25E-03,-3.06,0.62,0.36,0.08,-0.44,0.09,0.18414,0.038159822,-0.734851861,0.09,2.3,0.3707162,0.36,0.07,1.5,,0.18,,3.486388583,0.1668,3.898388583,0.1668,2.42E-01,,0.895195,,486,,-1.313368301,0.179069828,2.364340717,0.379137684,2.359557879,0.179069828,-0.287418232,0.179069828,-0.104236772,0.809251544,-0.106078596,0.179069828,10.26738612,,112.912,,59.03197884,,113.18,,59.54648698,,124.56,,49.38966126,,5.35,,3.240384468,0.179069828,21.16470616,,1.325612243,0.179069828,1.321655974,0.292019441,3.01795659,,3.514325512,0.603047336,2551.960127,,3.406873885,0.179069828,,,,,,,53.93,,3137.08,,32.5029,,10.7098,,18.6,,705.801,,-3.038597892,0.179069828,-3.038651532,0.179069828,2.167810437,0.179069828,-2.135507905,0.179069828,-2.135507905,0.179069828,20.634,0.686,0.545,0.955,0.246,0.003,13.15036161,0.847835145,0.375,0.132936075,0.842,0.132936075,23.548,,,,,-18.754,0.428,4759923797,1876374184,9.6776,0.1712,5.061559495,0.179069828,4.436732646,0.065144172,9.828724637,5.99702716,0.992497168,0.26498614,9.217502832,0.314829564,0.808214136,0.007444033,-0.092473558,0.004000057,10.30247356,0.170047054,12.02568855,0.736431251,0.913,,3.19,
24,NGC 2778,S0,ETG,1, E               ,-4.7,0.7,,1,1,0,0,0,0,0,0,0,0,7.18,0.35,9.49,0.23,10.04,0.23,10.15,0.17,0.22,0.14,-0.66,0.29,0.78,0.51,-0.11,0.28,,,,,,154.03,3.19,2.187605315,0.008994348,,,,,,,4.90E-03,4.73E-03,-2.31,0.42,1.37E-03,1.32E-03,-2.86,0.42,1.07E-03,9.62E-04,-2.97,0.39,0.24,0.17,-0.61,0.31,0.2332,0.166458482,-0.632271454,0.31,1.3,0.568738518,0.11,0.19,1.2,,0.08,,3.472752414,0.1036,3.532752414,0.1036,2.40E-01,,0.570331,,465.7,,-1.159330134,0.122379423,1.706185638,0.352972214,1.700865847,0.122379423,-0.227699305,0.122379423,-0.405058272,0.810612627,-0.407042583,0.122379423,3.393563062,,59.992,,58.64224142,,62.61,,56.99959713,,193.01,,10.76301288,,4.52,,2.510922417,0.122379423,7.069826484,,0.849408755,0.122379423,0.845199996,0.292173946,2.714394637,,2.755818995,0.44754193,383.5269325,,2.583795867,0.122379423,,,,,,,15.7629,,435.312,,9.84337,,3.65422,,38,,93.8844,,-3.230959604,0.122379423,-3.230959604,0.122379423,1.7102748,0.122379423,-2.327869802,0.122379423,-2.327869802,0.122379423,21.099,0.521,0.41,0.975,0.295,0.004,8.461690098,0.740382936,0.489,0.118793939,0.889,0.118793939,22.764,,,,,-18.739,0.272,4694615194,1176100905,9.6716,0.1088,4.43651923,0.122379423,4.047383134,0.065144172,5.377418506,0.744116423,0.730573837,0.060096802,9.419426163,0.180309805,1.150811403,0.020669872,0.061004157,0.007800419,10.08899584,0.170178866,11.98127254,0.736367688,0.911,,3.06,
